PyGithub/github/AccessToken.py:AccessToken:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/WorkflowRun.py:WorkflowRun:status, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:conclusion, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:workflow_id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:html_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:pull_requests, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:created_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:updated_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:jobs_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:logs_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:check_suite_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:artifacts_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:cancel_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:rerun_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:workflow_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:head_commit, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:repository, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:head_repository, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:cancel, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:rerun, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:timing, method, namedtuple, [FUNC] [SIDE_PACKAGE], C:/Python39/lib/collections, [FUNC] [SIDE_PACKAGE]: collections.namedtuple
PyGithub/github/WorkflowRun.py:WorkflowRun:timing, method, data.keys, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: data:keys
PyGithub/github/WorkflowRun.py:WorkflowRun:timing, method, timingdata._make, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: timingdata:_make
PyGithub/github/WorkflowRun.py:WorkflowRun:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/WorkflowRun.py:WorkflowRun:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/WorkflowRun.py:WorkflowRun:_useAttributes, method, self._makeListOfClassesAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfClassesAttribute
PyGithub/github/WorkflowRun.py:WorkflowRun:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/WorkflowRun.py:WorkflowRun:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/scripts/fix_headers.py:generateLicenseSection, function, sorted, [BUILT_IN], , [BUILT_IN]: sorted
PyGithub/scripts/fix_headers.py:generateLicenseSection, function, len, , , len
PyGithub/scripts/fix_headers.py:listContributors, function, set, [BUILT_IN], , [BUILT_IN]: set
PyGithub/scripts/fix_headers.py:listContributors, function, subprocess.check_output, [CLASS] [STDLIB], , [CLASS] [STDLIB]: subprocess:check_output
PyGithub/scripts/fix_headers.py:listContributors, function, contributors.add, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: contributors:add
PyGithub/scripts/fix_headers.py:extractBodyLines, function, len, , , len
PyGithub/scripts/fix_headers.py:extractBodyLines, function, bodyLines.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: bodyLines:append
PyGithub/scripts/fix_headers.py:findHeadersAndFiles, function, os.walk, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:walk
PyGithub/scripts/fix_headers.py:findHeadersAndFiles, function, dirs.remove, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: dirs:remove
PyGithub/scripts/fix_headers.py:findHeadersAndFiles, function, filename.endswith, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: filename:endswith
PyGithub/scripts/fix_headers.py:findHeadersAndFiles, function, fullname.endswith, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: fullname:endswith
PyGithub/scripts/fix_headers.py:findHeadersAndFiles, function, print, , , print
PyGithub/scripts/fix_headers.py:main, function, findHeadersAndFiles, , , findHeadersAndFiles
PyGithub/scripts/fix_headers.py:main, function, print, , , print
PyGithub/scripts/fix_headers.py:main, function, open, [BUILT_IN], , [BUILT_IN]: open
PyGithub/scripts/fix_headers.py:main, function, list, , , list
PyGithub/scripts/fix_headers.py:main, function, header.fix, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: header:fix
PyGithub/scripts/fix_headers.py:main, function, f.write, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:write
PyGithub/scripts/fix_headers.py:PythonHeader:fix, method, newLines.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: newLines:append
PyGithub/scripts/fix_headers.py:PythonHeader:fix, method, generateLicenseSection, , , generateLicenseSection
PyGithub/scripts/fix_headers.py:PythonHeader:fix, method, extractBodyLines, , , extractBodyLines
PyGithub/scripts/fix_headers.py:PythonHeader:fix, method, len, , , len
PyGithub/scripts/fix_headers.py:StandardHeader:fix, method, generateLicenseSection, , , generateLicenseSection
PyGithub/scripts/fix_headers.py:StandardHeader:fix, method, newLines.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: newLines:append
PyGithub/scripts/fix_headers.py:StandardHeader:fix, method, extractBodyLines, , , extractBodyLines
PyGithub/scripts/fix_headers.py:StandardHeader:fix, method, len, , , len
PyGithub/tests/ApplicationOAuth.py:ApplicationOAuth:setUp, method, super, , , super
PyGithub/tests/ApplicationOAuth.py:ApplicationOAuth:testLoginURL, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/ApplicationOAuth.py:ApplicationOAuth:testLoginURL, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/ApplicationOAuth.py:ApplicationOAuth:testGetAccessToken, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/ApplicationOAuth.py:ApplicationOAuth:testGetAccessToken, method, str, [BUILT_IN], , [BUILT_IN]: str
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:setUp, method, super, , , super
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testAttributes, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testAttributes, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testAttributes, method, self.assertFalse, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertFalse
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testEditWithAllArguments, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testEditWithAllArguments, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testEmails, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testEmails, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testFollowing, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testFollowing, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testFollowing, method, self.assertFalse, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertFalse
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testWatching, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testWatching, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testWatching, method, self.assertFalse, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertFalse
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testStarring, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testStarring, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testStarring, method, self.assertFalse, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertFalse
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testSubscriptions, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testSubscriptions, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testSubscriptions, method, self.assertFalse, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertFalse
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetAuthorizations, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateRepository, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateProject, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateRepositoryWithAllArguments, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateRepositoryWithAutoInit, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateAuthorizationWithoutArguments, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateAuthorizationWithAllArguments, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateAuthorizationWithClientIdAndSecret, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateGist, method, github.InputFileContent, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: github:InputFileContent
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateGist, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateGist, method, testCreateGistWithoutDescription, , , testCreateGistWithoutDescription
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateGistWithoutDescription, method, github.InputFileContent, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: github:InputFileContent
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateGistWithoutDescription, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateKey, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetEvents, method, self.assertListKeyBegin, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyBegin
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetOrganizationEvents, method, self.assertListKeyBegin, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyBegin
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetGists, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetStarredGists, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetIssues, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetIssues, method, testGetIssuesWithAllArguments, , , testGetIssuesWithAllArguments
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetIssues, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetIssuesWithAllArguments, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetIssuesWithAllArguments, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetUserIssues, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetUserIssues, method, testGetUserIssuesWithAllArguments, , , testGetUserIssuesWithAllArguments
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetUserIssues, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetUserIssuesWithAllArguments, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetUserIssuesWithAllArguments, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetKeys, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetOrgs, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetRepos, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetRepos, method, testGetReposWithArguments, , , testGetReposWithArguments
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetReposWithArguments, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateFork, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetNotification, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetNotification, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetNotification, method, repr, , , repr
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetNotification, method, testGetNotifications, , , testGetNotifications
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetNotification, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetNotification, method, testGetNotificationsWithOtherArguments, , , testGetNotificationsWithOtherArguments
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetNotifications, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetNotifications, method, testGetNotificationsWithOtherArguments, , , testGetNotificationsWithOtherArguments
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetNotificationsWithOtherArguments, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testMarkNotificationsAsRead, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetTeams, method, self.assertListKeyEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertListKeyEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testAcceptInvitation, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetInvitations, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetInvitations, method, datetime.datetime, [CLASS] [STDLIB], , [CLASS] [STDLIB]: datetime:datetime
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateMigration, method, self.assertTrue, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertTrue
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testCreateMigration, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testGetMigrations, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/AuthenticatedUser.py:AuthenticatedUser:testInstallations, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Authentication.py:Authentication:testNoAuthentication, method, github.Github, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: github:Github
PyGithub/tests/Authentication.py:Authentication:testNoAuthentication, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Authentication.py:Authentication:testBasicAuthentication, method, github.Github, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: github:Github
PyGithub/tests/Authentication.py:Authentication:testBasicAuthentication, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
PyGithub/tests/Authentication.py:Authentication:testOAuthAuthentication, method, github.Github, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: github:Github
PyGithub/tests/Authentication.py:Authentication:testOAuthAuthentication, method, self.assertEqual, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:assertEqual
